"term","estimate","SE","df","t_value","p_value"
"(Intercept)",3.01481826164104,0.0721773878874383,34.1967661887233,41.7695673102315,6.19595141183273e-31
"groupverum",-0.00148377778817703,0.103564454576318,34.1967662387108,-0.0143270950853472,0.988652285587289
"sessionses-02",0.190355510230107,0.0743673995501879,34.6558814705768,2.55966339258163,0.0150015738666622
"category1",0.0751853075538024,0.0145546845493619,8733.92658130921,5.16571192586228,2.44815255531187e-07
"category2",-0.00691747734328721,0.0242478551443947,9381.64788293673,-0.285282030187577,0.775434376549641
"category3",-0.0916503094958144,0.0213532167116124,9300.66300369827,-4.29210786991042,1.78778164971619e-05
"groupverum:sessionses-02",-0.0690538872352168,0.106706814947198,34.6558814903719,-0.647136616994769,0.521807244040421
"groupverum:category1",-0.0154736628752702,0.0208839362438048,8733.92659495612,-0.740936128832535,0.458752087688281
"groupverum:category2",-0.0377841447387239,0.0347922800502574,9381.64788314901,-1.08599219953808,0.277510346264204
"groupverum:category3",-0.0213267272110612,0.0306388788360935,9300.66300396903,-0.696067480965969,0.48640396381316
"sessionses-02:category1",0.123762619743124,0.0176992567817652,4848.68300467075,6.99253201810324,3.06655764755709e-12
"sessionses-02:category2",-0.0109130239942966,0.0300618866135407,4848.68297496722,-0.363018600082839,0.716606814032594
"sessionses-02:category3",0.0441378204221438,0.0263892957162963,4848.68296875721,1.67256530438162,0.0944774174468203
"groupverum:sessionses-02:category1",-0.0778256277613983,0.0253959574966756,4848.68298508167,-3.06448881762327,0.00219240935996053
"groupverum:sessionses-02:category2",0.0892939139991504,0.0431346018717526,4848.68297284427,2.07012259588342,0.0384936886286143
"groupverum:sessionses-02:category3",-0.00408750962274565,0.0378649477004437,4848.68297033664,-0.107949696777153,0.914040061593678
