roi_id,sampen
1,3.777607578663552
2,4.78135971352466
3,4.06979696695477
4,2.881355503501381
5,3.423211430724544
6,3.1751711710082717
7,3.6248552278446686
13,3.690315500867385
16,3.844129089115237
17,4.098651398291303
18,3.542583898450604
19,4.48043191724985
20,3.3528526680822632
21,3.5520046624369876
22,2.8542045397635194
23,3.610689325839526
48,3.278964083043489
49,3.3604022427019986
121,4.448080694300769
142,3.6597977336437464
152,3.529071299829111
153,3.832523149562412
154,3.352128332663062
156,3.462052318796433
157,3.9068905956085187
158,4.862496476250065
159,3.9140503871813848
160,5.20945336562895
163,4.196397212803504
181,3.422647032839969
182,3.998417229637309
183,4.244218783789626
184,3.0995356735509145
185,3.3968153065183544
186,3.7113738802634657
187,3.819607182881623
193,3.111178910224147
196,3.782551531057032
198,3.411145684021846
199,3.851420296959607
201,4.2986583155645155
202,3.539911665605567
203,4.237629860580703
229,3.266896105535728
301,5.195460093549451
322,4.568167258178178
332,3.571307476661685
333,3.770073905978145
334,5.085227836867031
336,3.849069941220176
337,3.87755906349847
338,3.6308428621404745
339,3.391067795120823
340,4.573355881073173
343,3.4801201348636583
